도,시군,품목,작기,농가명,조사일자,덩굴구분,개체번호,초장,마디수,평균절간장,줄기굵기,엽장,엽폭,엽수,암꽃수,착과수
경북,상주,오이,1,015,2020-12-22,본주,3,204.6,18,11.1,8.80,34.7,34.5,14,,
경북,상주,오이,1,015,2020-12-22,본주,4,209.3,18,11.2,8.20,33.8,31.2,14,,
경북,상주,오이,1,015,2021-01-06,본주,1,277.7,24,11.5,7.80,36.2,33.1,16,,
경북,상주,오이,1,015,2021-01-06,본주,2,255.3,23,11.0,8.20,33.5,32.8,16,,
경북,상주,오이,1,015,2021-01-06,본주,3,272.3,24,11.2,8.70,35.2,34.7,17,,
경북,상주,오이,1,015,2021-01-06,본주,4,274.2,23,11.7,8.50,36.1,30.3,17,,
경북,상주,오이,1,015,2021-01-14,본주,1,306.1,26,11.7,7.92,31.1,30.7,16,,
경북,상주,오이,1,015,2021-01-14,본주,2,284.3,24,11.7,8.11,29.7,30.1,16,,
경북,상주,오이,1,015,2021-01-14,본주,3,301.1,26,11.4,8.68,30.9,31.3,16,,
경북,상주,오이,1,015,2021-01-14,본주,4,305.9,25,12.0,8.67,31.2,30.6,17,,
경북,상주,오이,1,015,2021-01-20,본주,1,329.7,27,12.1,7.78,33.2,30.8,19,,
경북,상주,오이,1,015,2021-01-20,본주,2,310.7,26,11.8,8.90,30.1,30.3,19,,
경북,상주,오이,1,015,2021-01-20,본주,3,332.5,28,11.8,8.42,31.2,30.5,18,,
경북,상주,오이,1,015,2021-01-20,본주,4,337.9,28,11.9,8.52,32.1,30.2,19,,
경북,상주,오이,1,015,2021-01-27,본주,1,362.6,30,11.9,8.45,31.6,30.5,15,,
경북,상주,오이,1,015,2021-01-27,본주,2,352.6,30,11.6,8.77,30.2,30.9,16,,
경북,상주,오이,1,015,2021-01-27,본주,3,369.0,30,12.2,8.95,30.7,31.0,14,,
경북,상주,오이,1,015,2021-01-27,본주,4,369.6,30,12.2,9.12,32.0,31.5,15,,
경북,상주,오이,1,015,2021-02-03,본주,1,388.0,32,12.0,8.81,31.2,30.5,17,,
경북,상주,오이,1,015,2021-02-03,본주,2,381.6,33,11.5,8.47,30.5,30.0,18,,
경북,상주,오이,1,015,2021-02-03,본주,3,397.2,33,12.0,8.82,30.8,30.5,17,,
경북,상주,오이,1,015,2021-02-03,본주,4,398.0,33,12.0,8.69,31.3,30.2,17,,
경북,상주,오이,1,015,2021-02-10,본주,1,423.8,35,12.0,8.92,30.8,31.0,17,,
경북,상주,오이,1,015,2021-02-10,본주,2,425.4,36,11.7,8.51,31.0,30.8,18,,
경북,상주,오이,1,015,2021-02-10,본주,3,431.2,35,12.2,8.89,30.5,30.9,17,,
경북,상주,오이,1,015,2021-02-10,본주,4,437.0,35,12.3,8.88,30.7,31.0,16,,
경북,상주,오이,1,015,2021-02-17,본주,1,459.2,39,11.7,8.91,30.2,31.0,16,,
경북,상주,오이,1,015,2021-02-17,본주,2,484.8,41,12.0,8.89,30.4,30.9,15,,
경북,상주,오이,1,015,2021-02-17,본주,3,464.7,38,12.2,8.97,30.0,30.8,16,,
경북,상주,오이,1,015,2021-02-17,본주,4,473.9,38,12.4,9.01,30.2,30.5,17,,
경북,상주,오이,1,015,2021-02-24,본주,1,493.4,40,12.2,8.96,29.7,30.3,14,,
경북,상주,오이,1,015,2021-02-24,본주,2,546.2,45,12.0,8.91,30.0,30.4,14,,
경북,상주,오이,1,015,2021-02-24,본주,3,504.4,41,12.2,8.92,30.7,31.0,13,,
경북,상주,오이,1,015,2021-02-24,본주,4,514.6,41,12.5,9.04,29.8,30.1,13,,
경북,상주,오이,1,015,2021-03-03,본주,1,529.5,42,12.5,9.02,30.2,30.4,13,,
경북,상주,오이,1,015,2021-03-03,본주,2,601.2,49,12.2,9.11,29.9,30.6,14,,
경북,상주,오이,1,015,2021-03-03,본주,3,537.4,43,12.4,9.07,30.0,30.3,14,,
경북,상주,오이,1,015,2021-03-03,본주,4,555.8,43,12.8,9.04,29.7,30.1,13,,
경북,상주,오이,1,015,2021-03-10,본주,1,573.0,45,12.7,9.05,29.4,30.1,18,,
경북,상주,오이,1,015,2021-03-10,본주,2,654.9,54,12.1,9.04,30.0,30.4,20,,
경북,상주,오이,1,015,2021-03-10,본주,3,569.9,45,12.6,9.11,29.8,30.6,16,,
경북,상주,오이,1,015,2021-03-10,본주,4,598.7,46,12.9,8.97,30.2,30.5,18,,
경북,상주,오이,1,015,2021-03-16,본주,1,607.0,46,13.1,9.02,28.5,31.1,12,,
경북,상주,오이,1,015,2021-03-16,본주,2,694.8,56,12.4,9.87,29.2,31.8,14,,
경북,상주,오이,1,015,2021-03-16,본주,3,601.3,47,12.7,9.02,29.2,30.2,14,,
경북,상주,오이,1,015,2021-03-16,본주,4,626.3,47,13.1,9.79,28.0,31.5,12,,
경북,상주,오이,1,015,2021-03-24,본주,1,638.8,48,13.2,9.54,30.5,32.5,15,,
경북,상주,오이,1,015,2021-03-24,본주,2,753.3,62,12.1,8.12,30.7,31.7,18,,
경북,상주,오이,1,015,2021-03-24,본주,3,656.5,51,12.8,9.11,31.2,32.2,17,,
경북,상주,오이,1,015,2021-03-24,본주,4,658.0,50,13.1,9.05,31.4,32.3,12,,
경북,상주,오이,1,015,2021-03-29,본주,1,661.9,50,13.2,8.98,30.5,31.7,19,,
경북,상주,오이,1,015,2021-03-29,본주,2,778.3,64,12.1,8.78,31.2,32.8,20,,
경북,상주,오이,1,015,2021-03-29,본주,3,685.2,53,12.8,9.12,32.3,33.4,18,,
경북,상주,오이,1,015,2021-03-29,본주,4,673.8,51,13.1,10.11,31.4,33.5,18,,
경북,상주,오이,1,015,2021-04-05,본주,1,683.9,52,13.1,8.54,24.2,22.7,10,,
경북,상주,오이,1,015,2021-04-05,본주,2,820.3,68,12.0,9.52,24.4,22.2,15,,
경북,상주,오이,1,015,2021-04-05,본주,3,739.2,58,12.6,9.88,24.8,22.6,13,,
경북,상주,오이,1,015,2021-04-05,본주,4,696.3,53,13.1,10.54,24.5,21.7,13,,
경북,상주,오이,1,015,2021-04-12,본주,1,702.1,54,12.9,8.54,31.2,33.7,10,,
경북,상주,오이,1,015,2021-04-12,본주,2,829.9,69,11.9,9.52,31.4,33.2,15,,
경북,상주,오이,1,015,2021-04-12,본주,3,764.8,60,12.7,9.88,30.8,32.6,13,,
경북,상주,오이,1,015,2021-04-12,본주,4,718.8,55,12.9,10.54,31.5,33.7,13,,
경북,상주,오이,1,015,2021-04-19,본주,1,735.7,57,12.8,8.78,28.7,29.8,9,,
경북,상주,오이,1,015,2021-04-19,본주,2,866.0,72,11.9,9.24,29.5,30.4,12,,
경북,상주,오이,1,015,2021-04-19,본주,3,766.1,60,12.7,9.25,30.4,31.5,12,,
경북,상주,오이,1,015,2021-04-19,본주,4,735.1,57,12.8,9.37,29.7,32.6,11,,
경북,상주,오이,1,015,2021-04-26,본주,1,759.6,59,12.8,8.68,29.7,30.6,11,,
경북,상주,오이,1,015,2021-04-26,본주,2,894.5,74,12.0,8.66,29.8,30.7,11,,
경북,상주,오이,1,015,2021-04-26,본주,3,761.4,60,12.7,8.72,29.7,31.2,10,,
경북,상주,오이,1,015,2021-04-26,본주,4,759.2,59,12.7,9.54,30.1,32.2,12,,
경북,상주,오이,1,015,2021-05-03,본주,1,792.8,61,12.8,10.95,30.5,32.6,12,,
경북,상주,오이,1,015,2021-05-03,본주,2,924.9,76,12.1,9.95,29.7,31.7,12,,
경북,상주,오이,1,015,2021-05-03,본주,4,778.4,61,12.7,9.87,29.5,30.7,11,,
경북,상주,오이,1,015,2021-05-10,본주,1,825.6,64,12.8,10.88,31.5,31.2,12,,
경북,상주,오이,1,015,2021-05-10,본주,2,953.2,79,11.9,9.54,31.2,31.2,12,,
경북,상주,오이,1,015,2021-05-10,본주,4,793.9,63,12.6,9.26,33.5,32.4,11,,
경북,상주,오이,1,015,2021-05-17,본주,1,873.4,68,12.8,9.78,31.2,33.2,16,,
경북,상주,오이,1,015,2021-05-17,본주,2,985.2,83,11.8,9.99,31.4,32.8,16,,
경북,상주,오이,1,015,2021-05-17,본주,4,821.1,66,12.4,9.54,32.1,33.2,15,,
