도,시군,품목,작기,농가명,출하일자,총출하량,판매금액
강원,철원,파프리카,1,009,2020-08-12,346.5,
강원,철원,파프리카,1,009,2020-08-14,577.5,
강원,철원,파프리카,1,009,2020-08-17,367.5,
강원,철원,파프리카,1,009,2020-08-18,472.5,
강원,철원,파프리카,1,009,2020-08-20,924.0,
강원,철원,파프리카,1,009,2020-08-21,367.5,
강원,철원,파프리카,1,009,2020-08-24,1008.0,
강원,철원,파프리카,1,009,2020-08-24,871.5,
강원,철원,파프리카,1,009,2020-08-25,1018.5,
강원,철원,파프리카,1,009,2020-08-27,672.0,
강원,철원,파프리카,1,009,2020-08-28,504.0,
강원,철원,파프리카,1,009,2020-08-31,1123.5,
강원,철원,파프리카,1,009,2020-09-01,630.0,
강원,철원,파프리카,1,009,2020-09-03,567.0,
강원,철원,파프리카,1,009,2020-09-05,703.5,
강원,철원,파프리카,1,009,2020-09-07,661.5,
강원,철원,파프리카,1,009,2020-09-09,483.0,
강원,철원,파프리카,1,009,2020-09-11,525.0,
강원,철원,파프리카,1,009,2020-09-14,546.0,
강원,철원,파프리카,1,009,2020-09-15,367.5,
